GenreIds,Id,OriginalLanguage,OriginalTitle,Overview,Popularity,ReleaseDate,Title,VoteAverage,VoteCount
"[18, 36, 28]",10423,en,Dragon: The Bruce Lee Story,"This film is a glimpse into the life, love and the unconquerable spirit of the legendary Bruce Lee. From a childhood of rigorous martial arts training, Lee realizes his dream of opening his own kung-fu school in America. Before long, he is discovered by a Hollywood producer and begins a meteoric rise to fame and an all too short reign as one the most charismatic action heroes in cinema history.",19.739,1993-05-07,Dragon: The Bruce Lee Story,6.9,660
"[28, 53, 12, 80]",11968,en,Into the Blue,"When they take some friends on an extreme sport adventure, the last thing Jared and Sam expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold. But their good fortune is short-lived, as a ruthless gang of criminals gets word of what they have uncovered.",19.736,2005-09-30,Into the Blue,5.9,1382
"[35, 18, 10749]",4507,es,"Jamón, jamón","Jose Luis is an executive at his parents underwear factory where his girlfriend Sylvia works on the shop floor. When Sylvia becomes pregnant, Jose Luis promises her that he will marry her, most likely against the wishes of his parents. Jose Luis' mother is determined to break her son's engagement to a girl from a lower-class family, and hires Raul, a potential underwear model and would-be bullfighter to seduce Sylvia.",19.736,1992-09-03,Jamon Jamon,6.2,308
"[28, 53, 80]",8195,en,Ronin,"A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.",19.735,1998-09-25,Ronin,6.9,2142
"[16, 28, 12, 35, 18, 14, 10749]",784500,ja,劇場版 美少女戦士セーラームーンEternal 後編,"While under the care of the Outer Sailor Guardians, Hotaru begins to age rapidly. Then, the time comes for all the Sailor Guardians to reunite!",19.731,2021-02-11,Pretty Guardian Sailor Moon Eternal The Movie Part 2,8.1,141
"[12, 35, 10751, 14, 878]",20856,en,Aliens in the Attic,A group of kids must protect their vacation home from invading aliens.,19.731,2009-07-30,Aliens in the Attic,5.7,931
"[27, 18, 53, 9648]",284303,de,"Ich seh, Ich seh","In the heat of the summer lays a lonesome house in the countryside where nine year old twin brothers await their mother’s return.  When she comes home, bandaged after cosmetic surgery, nothing is like before and the children start to doubt whether this woman is actually who she says she is.",19.73,2014-10-07,Goodnight Mommy,6.7,1452
"[18, 35, 10749]",12919,en,Can't Buy Me Love,"Nerdy high schooler Ronald Miller rescues cheerleader Cindy Mancini from parental punishment after she accidentally destroys her mother's designer clothes. Ronald agrees to pay for the $1,000 outfit on one condition: that she will act as though they're a couple for an entire month. As the days pass, however, Cindy grows fond of Ronald, making him popular. But when Ronald's former best friend gets left behind, he realizes that social success isn't everything.",19.73,1987-08-14,Can't Buy Me Love,7,609
"[28, 80]",14673,en,Savage Streets,A teenage vigilante seeks revenge on a group of violent thugs who raped her handicapped sister and murdered her best friend.,19.729,1984-08-30,Savage Streets,6.2,111
"[28, 80, 53, 18]",10428,en,Hackers,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",19.721,1995-09-14,Hackers,6.3,1150
"[18, 28, 80]",5289,en,Chaos,"In Seattle, detective Quentin Conners is unfairly suspended and his partner Jason York leaves the police force after a tragic shooting on Pearl Street Bridge, when the hostage and the criminal die. During a bank heist with a hostage situation, Conners is assigned in charge of the operation with the rookie Shane Dekker as his partner. The thieves, lead by Lorenz, apparently do not steal a penny from the bank. While chasing the gangsters, the police team disclose that they planted a virus in the system, stealing one billion dollars from the different accounts, using the principle of the Chaos Theory. Further, they find that Lorenz is killing his accomplices.",19.721,2005-01-17,Chaos,6.3,939
"[18, 36, 10752]",17277,en,The Fall of the Roman Empire,"In the year 180 A.D. Germanic tribes are about to invade the Roman empire from the north. In the midst of this crisis ailing emperor Marcus Aurelius has to make a decission about his successor between his son Commodus, who is obsessed by power, and the loyal general Gaius Livius.",19.72,1964-03-24,The Fall of the Roman Empire,6.5,171
"[35, 10749]",225565,en,That Awkward Moment,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",19.716,2014-01-29,That Awkward Moment,6.1,2521
[28],8975,en,The Marine,A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,19.715,2006-10-13,The Marine,5.9,665
[18],8016,it,Germania anno zero,"In the ruins of post-WWII Berlin, a twelve-year-old boy is left to his own devices in order to help provide for his family.",19.707,1948-12-01,"Germany, Year Zero",7.7,322
"[28, 12, 16, 18]",704264,en,Primal: Tales of Savagery,"Genndy Tartakovsky's Primal: Tales of Savagery features a caveman and a dinosaur on the brink of extinction. Bonded by tragedy, this unlikely friendship becomes the only hope of survival.",19.7,2019-11-21,Primal: Tales of Savagery,8.4,290
"[18, 10749, 36]",96724,en,Anna Karenina,"In Imperial Russia, Anna, the wife of the officer Karenin, goes to Moscow to visit her brother. On the way, she meets the charming cavalry officer Vronsky to whom she is immediately attracted. But in St. Petersburg’s high society, a relationship like this could destroy a woman’s reputation.",19.694,2012-09-06,Anna Karenina,6.7,2151
"[27, 53]",492611,en,The Turning,"A young woman quits her teaching job to be a private tutor for two wealthy young kids, but soon starts to suspect there’s more to their house than what meets the eye.",19.691,2020-01-23,The Turning,5.8,907
"[18, 10749, 10752]",3175,en,Barry Lyndon,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",19.687,1975-12-18,Barry Lyndon,8,2551
"[16, 35, 10751, 9648]",45752,en,Scooby-Doo! Camp Scare,Scooby and the gang experience outdoor fun as they go back to Fred's old summer camp.,19.686,2010-09-14,Scooby-Doo! Camp Scare,8,271
"[27, 35, 18]",32629,cn,滿清十大酷刑,A corrupt magistrate subjects a innocent young bride to inconceivable physical punishments after convicting her of killing her husband.,19.685,1994-05-19,A Chinese Torture Chamber Story,5.5,37
"[18, 80, 9648]",541134,en,The Good Nurse,"Suspicious that her colleague is responsible for a series of mysterious patient deaths, a nurse risks her own life to uncover the truth.",19.679,2022-10-19,The Good Nurse,6.9,1059
"[16, 878, 10751, 28]",96826,en,Ben 10: Destroy All Aliens,"Based on the original animated series Ben 10.  Ben becomes targeted by an evil Mechamorph Warrior, named ""Retaliator,"" who mistakenly blames Ben for something he did not do and attempts to destroy all aliens.",19.678,2012-03-11,Ben 10: Destroy All Aliens,5.8,64
"[53, 9648]",1092,en,The Third Man,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",19.674,1949-08-31,The Third Man,7.9,1681
[35],124459,en,The Incredible Burt Wonderstone,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",19.672,2013-03-14,The Incredible Burt Wonderstone,5.6,1329
"[27, 80, 28]",489064,en,3 from Hell,"After barely surviving a furious shootout with the police, Baby Firefly, Otis Driftwood and Captain Spaulding are behind bars. But pure evil cannot be contained. Teaming up with Otis’ half-brother Winslow, the demented Firefly clan escape to unleash a whole new wave of murder, madness and mayhem.",19.67,2019-09-16,3 from Hell,5.8,411
"[10402, 99]",664416,en,Beastie Boys Story,"Here’s a little story they’re about to tell… Mike Diamond and Adam Horovitz share the story of their band and 40 years of friendship in a live documentary directed by friend, collaborator, and their former grandfather, Spike Jonze.",19.669,2020-04-24,Beastie Boys Story,7.6,126
"[16, 10751, 12, 14]",441130,en,Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",19.667,2020-10-26,Wolfwalkers,8.2,1033
[99],493100,en,Robin Williams: Come Inside My Mind,"A funny, intimate and heartbreaking portrait of one of the world’s most beloved and inventive comedians, Robin Williams, told largely through his own words. Celebrates what he brought to comedy and to the culture at large, from the wild days of late-1970s L.A. to his death in 2014.",19.666,2018-01-19,Robin Williams: Come Inside My Mind,7.9,202
"[35, 10749]",11529,en,Sweet Home Alabama,"New York fashion designer, Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But her past holds many secrets—including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",19.659,2002-09-26,Sweet Home Alabama,6.4,1391
